2011-10-01 20:30:40: Michael Berkovich (1) switched language to Russian
2011-10-01 20:30:53: Michael Berkovich (1) switched language to Spanish
2011-10-01 20:37:49: Generating daily data for Bulgarian language on 2011-05-15...
2011-10-01 20:37:49: Generating daily data for Bulgarian language on 2011-05-16...
2011-10-01 20:37:49: Generating daily data for Bulgarian language on 2011-05-17...
2011-10-01 20:37:49: Generating daily data for Bulgarian language on 2011-05-18...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-05-19...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-05-20...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-05-21...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-05-22...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-05-23...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-05-24...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-05-25...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-05-26...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-05-27...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-05-28...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-05-29...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-05-30...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-05-31...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-01...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-02...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-03...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-04...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-05...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-06...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-07...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-08...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-09...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-10...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-11...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-12...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-13...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-14...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-15...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-16...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-17...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-18...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-19...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-20...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-21...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-22...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-23...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-24...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-25...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-26...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-27...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-28...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-29...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-06-30...
2011-10-01 20:37:50: Generating daily data for Bulgarian language on 2011-07-01...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-02...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-03...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-04...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-05...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-06...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-07...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-08...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-09...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-10...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-11...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-12...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-13...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-14...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-15...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-16...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-17...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-18...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-19...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-20...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-21...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-22...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-23...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-24...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-25...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-26...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-27...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-28...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-29...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-30...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-07-31...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-08-01...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-08-02...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-08-03...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-08-04...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-08-05...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-08-06...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-08-07...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-08-08...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-08-09...
2011-10-01 20:37:51: Generating daily data for Bulgarian language on 2011-08-10...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-11...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-12...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-13...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-14...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-15...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-16...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-17...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-18...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-19...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-20...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-21...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-22...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-23...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-24...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-25...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-26...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-27...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-28...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-29...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-30...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-08-31...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-01...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-02...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-03...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-04...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-05...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-06...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-07...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-08...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-09...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-10...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-11...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-12...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-13...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-14...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-15...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-16...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-17...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-18...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-19...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-20...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-21...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-22...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-23...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-24...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-25...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-26...
2011-10-01 20:37:52: Generating daily data for Bulgarian language on 2011-09-27...
2011-10-01 20:37:53: Generating daily data for Bulgarian language on 2011-09-28...
2011-10-01 20:37:53: Generating daily data for Bulgarian language on 2011-09-29...
2011-10-01 20:37:53: Generating daily data for Bulgarian language on 2011-09-30...
2011-10-01 20:37:53: Generating daily data for Bulgarian language on 2011-10-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2010-05-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2010-06-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2010-07-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2010-08-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2010-09-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2010-10-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2010-11-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2010-12-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2011-01-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2011-02-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2011-03-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2011-04-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2011-05-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2011-06-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2011-07-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2011-08-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2011-09-01...
2011-10-01 20:37:53: Generating monthly data for Bulgarian language on 2011-10-01...
2011-10-01 20:37:53: Generating total data for Bulgarian language...
2011-10-01 20:37:53: Processing Catalan language...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-01...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-02...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-03...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-04...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-05...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-06...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-07...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-08...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-09...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-10...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-11...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-12...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-13...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-14...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-15...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-16...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-17...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-18...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-19...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-20...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-21...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-22...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-23...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-24...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-25...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-26...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-27...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-28...
2011-10-01 20:37:53: Generating daily data for Catalan language on 2010-05-29...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-05-30...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-05-31...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-01...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-02...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-03...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-04...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-05...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-06...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-07...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-08...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-09...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-10...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-11...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-12...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-13...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-14...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-15...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-16...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-17...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-18...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-19...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-20...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-21...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-22...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-23...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-24...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-25...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-26...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-27...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-28...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-29...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-06-30...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-01...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-02...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-03...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-04...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-05...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-06...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-07...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-08...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-09...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-10...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-11...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-12...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-13...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-14...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-15...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-16...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-17...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-18...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-19...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-20...
2011-10-01 20:37:54: Generating daily data for Catalan language on 2010-07-21...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-07-22...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-07-23...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-07-24...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-07-25...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-07-26...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-07-27...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-07-28...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-07-29...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-07-30...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-07-31...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-01...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-02...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-03...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-04...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-05...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-06...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-07...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-08...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-09...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-10...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-11...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-12...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-13...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-14...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-15...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-16...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-17...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-18...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-19...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-20...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-21...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-22...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-23...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-24...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-25...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-26...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-27...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-28...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-29...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-30...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-08-31...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-09-01...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-09-02...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-09-03...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-09-04...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-09-05...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-09-06...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-09-07...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-09-08...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-09-09...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-09-10...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-09-11...
2011-10-01 20:37:55: Generating daily data for Catalan language on 2010-09-12...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-13...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-14...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-15...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-16...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-17...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-18...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-19...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-20...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-21...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-22...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-23...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-24...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-25...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-26...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-27...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-28...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-29...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-09-30...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-01...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-02...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-03...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-04...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-05...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-06...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-07...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-08...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-09...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-10...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-11...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-12...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-13...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-14...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-15...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-16...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-17...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-18...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-19...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-20...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-21...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-22...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-23...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-24...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-25...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-26...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-27...
2011-10-01 20:37:56: Generating daily data for Catalan language on 2010-10-28...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-10-29...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-10-30...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-10-31...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-01...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-02...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-03...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-04...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-05...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-06...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-07...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-08...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-09...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-10...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-11...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-12...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-13...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-14...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-15...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-16...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-17...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-18...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-19...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-20...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-21...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-22...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-23...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-24...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-25...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-26...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-27...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-28...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-29...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-11-30...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-01...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-02...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-03...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-04...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-05...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-06...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-07...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-08...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-09...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-10...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-11...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-12...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-13...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-14...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-15...
